id,timestamp,operatingSystem,numberOfInstances,instanceName,vcpu,cpuUsage,memory,memoryUsage,networkPerformance,storageType,numberOfVolume,storageSize,numberOfALB,costPerMonth
15961,2023-03-07 04:15:32,Linux,6,r5.2xlarge,4,47.883009,32,30.932788,Up to 10 Gigabit,EBS only,8,995,1,3663.92
15962,2023-06-19 16:01:45,Linux,2,t3.xlarge,4,31.920966,16,79.132087,Up to 5 Gigabit,EBS only,6,581,5,1077.76
15963,2023-06-30 22:24:20,Linux,2,c5.2xlarge,4,1.851097,16,34.988293,Up to 10 Gigabit,EBS only,10,242,1,976.68
15964,2023-01-13 00:59:28,Linux,5,c5.2xlarge,4,64.898629,16,86.151685,Up to 10 Gigabit,EBS only,4,98,3,970.62
15965,2023-09-16 08:08:27,Linux,3,c5.12xlarge,16,6.966008,128,3.641862,12 Gigabit,EBS only,6,465,2,3857.1
15966,2023-01-31 12:37:16,Linux,1,m5.2xlarge,8,75.861403,32,82.380832,Up to 10 Gigabit,EBS only,8,223,2,663.86
15967,2023-12-26 11:14:13,Linux,4,t3.xlarge,4,21.703473,16,30.01326,Up to 5 Gigabit,EBS only,7,802,2,1802.44
15968,2023-08-20 00:32:42,Linux,10,t3.medium,2,38.108105,4,56.596694,Up to 5 Gigabit,EBS only,2,54,5,241.98
15969,2023-03-23 23:30:31,Linux,8,t3.medium,2,88.224598,4,33.867178,Up to 5 Gigabit,EBS only,1,529,5,308.66
15970,2023-06-21 13:31:07,Linux,10,r5.4xlarge,8,42.580834,64,59.524478,Up to 10 Gigabit,EBS only,3,918,2,6037.74
15971,2023-07-21 10:30:50,Linux,8,r5.4xlarge,8,89.688399,64,85.601799,Up to 10 Gigabit,EBS only,6,201,3,4570.92
15972,2023-05-30 15:01:15,Linux,7,c5.2xlarge,4,6.719796,16,60.645039,Up to 10 Gigabit,EBS only,9,517,1,2425.96
15973,2023-03-19 17:34:16,Linux,9,r5.2xlarge,4,24.846295,32,25.669597,Up to 10 Gigabit,EBS only,9,97,3,2618.46
15974,2023-02-17 15:41:20,Linux,5,c5.2xlarge,4,44.071472,16,5.257242,Up to 10 Gigabit,EBS only,10,410,5,1934.7
15975,2023-02-05 22:59:39,Linux,3,r5.4xlarge,8,36.527779,64,75.185808,Up to 10 Gigabit,EBS only,3,315,3,1842.21
15976,2023-05-07 22:44:40,Linux,8,c5.12xlarge,16,73.426584,128,70.277865,12 Gigabit,EBS only,3,584,3,8806.72
15977,2023-05-22 08:46:55,Linux,2,m5.2xlarge,8,21.44699,32,78.956604,Up to 10 Gigabit,EBS only,5,33,4,442.94
15978,2023-06-27 16:45:26,Linux,10,t3.xlarge,4,90.466527,16,35.245912,Up to 5 Gigabit,EBS only,10,984,5,3415.4
15979,2023-03-09 00:25:42,Linux,2,t3.xlarge,4,79.614052,16,18.347082,Up to 5 Gigabit,EBS only,6,581,3,1077.76
15980,2023-06-07 12:02:37,Linux,9,c5.12xlarge,16,58.975234,128,25.751324,12 Gigabit,EBS only,5,719,3,10329.8
15981,2023-12-19 05:36:04,Linux,8,r5.2xlarge,4,45.780984,32,62.488518,Up to 10 Gigabit,EBS only,3,463,1,2486.9
15982,2023-10-16 14:37:48,Linux,4,c5.12xlarge,16,80.566083,128,55.569517,12 Gigabit,EBS only,7,30,4,4230.2
15983,2023-07-22 22:59:16,Linux,9,r5.4xlarge,8,46.10264,64,41.301901,Up to 10 Gigabit,EBS only,3,34,4,4816.05
15984,2023-04-12 02:41:38,Linux,1,t3.medium,2,11.87161,4,2.170815,Up to 5 Gigabit,EBS only,5,923,5,1221.29
15985,2023-10-17 19:27:01,Linux,3,t3.medium,2,44.145456,4,81.665397,Up to 5 Gigabit,EBS only,2,893,4,528.53
15986,2023-05-09 17:56:54,Linux,3,r5.2xlarge,4,44.866613,32,96.700889,Up to 10 Gigabit,EBS only,6,780,4,2013.96
15987,2023-09-01 00:42:36,Linux,10,c5.12xlarge,16,4.798402,128,75.669599,12 Gigabit,EBS only,10,378,1,11421.8
15988,2023-06-07 19:45:25,Linux,5,c5.12xlarge,16,86.79626,128,43.631709,12 Gigabit,EBS only,6,930,3,6670.3
15989,2023-03-04 04:29:41,Linux,10,t3.medium,2,96.084737,4,54.87757,Up to 5 Gigabit,EBS only,6,285,1,658.5
15990,2023-01-28 05:09:00,Linux,8,m5.2xlarge,8,86.810638,32,26.582925,Up to 10 Gigabit,EBS only,2,12,5,1606.4
15991,2023-10-23 08:09:18,Linux,6,c5.12xlarge,16,13.60106,128,25.714504,12 Gigabit,EBS only,6,401,3,6888.96
15992,2023-12-16 19:48:05,Linux,3,r5.4xlarge,8,80.351801,64,24.357684,Up to 10 Gigabit,EBS only,6,555,2,2462.31
15993,2023-04-19 08:19:42,Linux,7,t3.medium,2,79.944091,4,48.035605,Up to 5 Gigabit,EBS only,9,864,2,2171.49
15994,2023-07-26 18:24:24,Linux,7,t3.medium,2,91.980031,4,59.441436,Up to 5 Gigabit,EBS only,6,453,3,856.41
15995,2023-12-06 03:17:15,Linux,7,c5.2xlarge,4,42.731951,16,12.256461,Up to 10 Gigabit,EBS only,9,359,3,2056.24
15996,2023-02-21 04:38:10,Linux,5,t3.xlarge,4,25.95992,16,47.128636,Up to 5 Gigabit,EBS only,3,591,5,889.48
15997,2023-05-18 00:06:06,Linux,7,r5.2xlarge,4,55.523632,32,97.828511,Up to 10 Gigabit,EBS only,5,167,3,2077.14
15998,2023-08-13 19:44:41,Linux,5,m5.2xlarge,8,8.056094,32,64.129708,Up to 10 Gigabit,EBS only,3,326,4,1254.38
15999,2023-05-16 17:51:31,Linux,8,c5.2xlarge,4,87.51594,16,2.48209,Up to 10 Gigabit,EBS only,4,416,5,1822.56
16000,2023-11-26 06:37:22,Linux,7,r5.4xlarge,8,71.48595,64,56.845601,Up to 10 Gigabit,EBS only,9,593,5,5112.81
16001,2023-02-05 08:44:41,Linux,3,t3.xlarge,4,47.296613,16,36.499611,Up to 5 Gigabit,EBS only,3,35,4,284.4
16002,2023-05-18 14:34:03,Linux,2,t3.xlarge,4,62.681894,16,23.772896,Up to 5 Gigabit,EBS only,1,966,1,422.56
16003,2023-11-12 16:06:46,Linux,6,m5.2xlarge,8,37.304504,32,78.029025,Up to 10 Gigabit,EBS only,8,949,5,3174.04
16004,2023-08-19 17:03:36,Linux,7,c5.2xlarge,4,74.03832,16,70.313213,Up to 10 Gigabit,EBS only,9,492,4,2367.46
16005,2023-01-30 12:15:16,Linux,6,c5.12xlarge,16,26.791541,128,5.505594,12 Gigabit,EBS only,9,394,4,7185.36
16006,2023-12-19 21:57:41,Linux,8,c5.12xlarge,16,60.105628,128,66.353168,12 Gigabit,EBS only,3,35,3,8378.5
16007,2023-05-29 19:21:53,Linux,7,t3.medium,2,65.819422,4,43.201474,Up to 5 Gigabit,EBS only,8,915,1,2052.93
16008,2023-09-19 02:17:24,Linux,5,r5.4xlarge,8,38.056177,64,38.372179,Up to 10 Gigabit,EBS only,5,560,3,3388.85
16009,2023-02-22 05:31:47,Linux,10,m5.2xlarge,8,14.167462,32,66.524984,Up to 10 Gigabit,EBS only,5,61,1,2079.5
16010,2023-05-22 06:19:06,Linux,2,c5.2xlarge,4,21.961079,16,96.980529,Up to 10 Gigabit,EBS only,5,753,3,1326.38
16011,2023-01-15 13:22:52,Linux,1,c5.12xlarge,16,4.402873,128,98.518854,12 Gigabit,EBS only,3,972,4,1802.06
16012,2023-02-19 14:04:06,Linux,1,t3.xlarge,4,51.244228,16,6.135525,Up to 5 Gigabit,EBS only,2,695,3,447.1
16013,2023-11-12 10:13:26,Linux,10,c5.12xlarge,16,99.265759,128,19.93442,12 Gigabit,EBS only,3,906,4,11145.68
16014,2023-01-03 17:00:37,Linux,4,c5.2xlarge,4,77.960525,16,62.812143,Up to 10 Gigabit,EBS only,9,519,4,1909.42
16015,2023-07-24 07:14:08,Linux,7,t3.medium,2,82.306833,4,64.698899,Up to 5 Gigabit,EBS only,9,699,1,1785.39
16016,2023-09-18 12:01:15,Linux,8,c5.2xlarge,4,82.931465,16,75.836115,Up to 10 Gigabit,EBS only,3,209,1,1552.94
16017,2023-05-23 12:19:06,Linux,2,t3.xlarge,4,19.491785,16,47.601027,Up to 5 Gigabit,EBS only,7,375,1,853.9
16018,2023-04-08 12:31:40,Linux,5,c5.12xlarge,16,3.388774,128,67.851607,12 Gigabit,EBS only,2,950,2,5713.5
16019,2023-12-20 13:20:27,Linux,8,m5.2xlarge,8,36.177747,32,28.058294,Up to 10 Gigabit,EBS only,1,156,3,1640.72
16020,2023-08-15 07:47:23,Linux,4,c5.12xlarge,16,63.338158,128,95.415857,12 Gigabit,EBS only,7,894,4,5802.68
16021,2023-07-26 19:06:57,Linux,5,t3.medium,2,75.603131,4,83.608868,Up to 5 Gigabit,EBS only,1,620,3,268.15
16022,2023-12-20 18:17:15,Linux,6,t3.medium,2,16.554738,4,35.056056,Up to 5 Gigabit,EBS only,3,270,4,338.94
16023,2023-02-06 13:28:24,Linux,8,t3.medium,2,8.486276,4,60.885261,Up to 5 Gigabit,EBS only,10,574,3,1663.52
16024,2023-08-05 19:14:19,Linux,2,m5.2xlarge,8,10.271068,32,19.934506,Up to 10 Gigabit,EBS only,9,672,4,1972.52
16025,2023-10-28 05:32:58,Linux,10,c5.12xlarge,16,53.497232,128,10.570321,12 Gigabit,EBS only,4,849,5,11321.96
16026,2023-11-28 01:36:19,Linux,4,m5.2xlarge,8,30.388167,32,95.387565,Up to 10 Gigabit,EBS only,9,887,4,2875.66
16027,2023-06-02 02:59:51,Linux,5,t3.medium,2,51.876524,4,71.919015,Up to 5 Gigabit,EBS only,1,19,3,111.89
16028,2023-11-10 06:08:21,Linux,2,t3.xlarge,4,97.672066,16,73.924302,Up to 5 Gigabit,EBS only,7,686,3,1419.92
16029,2023-10-11 17:09:48,Linux,6,r5.2xlarge,4,3.399781,32,7.472447,Up to 10 Gigabit,EBS only,4,63,4,1659.84
16030,2023-02-21 09:49:15,Linux,4,r5.4xlarge,8,48.754279,64,10.965248,Up to 10 Gigabit,EBS only,2,487,2,2381.92
16031,2023-02-19 11:05:20,Linux,5,t3.medium,2,46.939892,4,7.126901,Up to 5 Gigabit,EBS only,5,913,1,1293.85
16032,2023-05-06 17:34:27,Linux,10,c5.12xlarge,16,27.658932,128,17.308104,12 Gigabit,EBS only,10,309,2,11242.4
16033,2023-02-01 18:15:10,Linux,10,t3.medium,2,88.070963,4,58.028009,Up to 5 Gigabit,EBS only,5,76,3,312.7
16034,2023-09-17 03:04:45,Linux,10,r5.2xlarge,4,58.384315,32,38.583143,Up to 10 Gigabit,EBS only,10,937,2,5093.4
16035,2023-01-12 20:48:44,Linux,7,c5.2xlarge,4,54.239311,16,9.791392,Up to 10 Gigabit,EBS only,6,641,2,2216.14
16036,2023-05-09 19:04:33,Linux,8,c5.2xlarge,4,33.779422,16,83.092707,Up to 10 Gigabit,EBS only,8,269,3,1949.44
16037,2023-05-30 23:18:55,Linux,5,r5.4xlarge,8,52.182162,64,26.744883,Up to 10 Gigabit,EBS only,6,56,3,2748.21
16038,2023-01-07 08:06:08,Linux,7,m5.2xlarge,8,18.752923,32,85.727681,Up to 10 Gigabit,EBS only,9,261,5,2010.88
16039,2023-12-10 00:59:45,Linux,7,c5.12xlarge,16,37.860607,128,46.383627,12 Gigabit,EBS only,3,523,3,7715.24
16040,2023-02-11 05:33:00,Linux,8,c5.2xlarge,4,66.78081,16,4.602434,Up to 10 Gigabit,EBS only,4,532,1,1943.2
16041,2023-05-29 21:38:13,Linux,3,c5.2xlarge,4,26.160284,16,66.332558,Up to 10 Gigabit,EBS only,3,442,2,865.98
16042,2023-05-19 18:56:08,Linux,4,r5.2xlarge,4,24.48372,32,49.013024,Up to 10 Gigabit,EBS only,3,892,4,1758.64
16043,2023-02-18 08:27:06,Linux,4,r5.4xlarge,8,32.175027,64,25.013174,Up to 10 Gigabit,EBS only,5,703,2,3042.58
16044,2023-01-11 16:52:52,Linux,3,r5.2xlarge,4,64.618391,32,85.644655,Up to 10 Gigabit,EBS only,2,147,4,873.6
16045,2023-01-25 18:43:28,Linux,6,r5.2xlarge,4,22.579414,32,63.998649,Up to 10 Gigabit,EBS only,5,860,3,2712.32
16046,2023-01-14 09:42:01,Linux,1,c5.2xlarge,4,28.187341,16,51.064633,Up to 10 Gigabit,EBS only,7,785,3,1602.44
16047,2023-09-06 08:17:40,Linux,6,t3.xlarge,4,16.158135,16,43.009,Up to 5 Gigabit,EBS only,9,991,1,2833.14
16048,2023-08-17 16:17:03,Linux,6,t3.xlarge,4,68.884165,16,98.962448,Up to 5 Gigabit,EBS only,1,594,1,668.64
16049,2023-12-04 04:07:27,Linux,5,r5.2xlarge,4,13.138963,32,41.26196,Up to 10 Gigabit,EBS only,9,293,5,2014.22
16050,2023-08-11 23:21:47,Linux,3,c5.12xlarge,16,31.568032,128,30.221489,12 Gigabit,EBS only,4,925,5,4093.7
16051,2023-06-24 04:24:44,Linux,10,t3.medium,2,99.935276,4,2.436577,Up to 5 Gigabit,EBS only,10,66,4,385.5
16052,2023-10-14 13:07:04,Linux,4,t3.medium,2,23.717321,4,30.393071,Up to 5 Gigabit,EBS only,8,327,4,765.72
16053,2023-04-17 20:43:04,Linux,9,m5.2xlarge,8,95.67033,32,85.620415,Up to 10 Gigabit,EBS only,9,833,1,3749.4
16054,2023-09-29 06:57:46,Linux,5,r5.4xlarge,8,88.901189,64,15.425846,Up to 10 Gigabit,EBS only,10,492,1,3940.05
16055,2023-05-31 14:10:21,Linux,2,r5.2xlarge,4,49.109716,32,78.201906,Up to 10 Gigabit,EBS only,9,980,1,2824.64
16056,2023-11-14 13:08:54,Linux,5,c5.2xlarge,4,96.949227,16,87.746509,Up to 10 Gigabit,EBS only,5,796,5,1903.5
16057,2023-07-29 15:49:10,Linux,3,c5.12xlarge,16,17.430871,128,41.394996,12 Gigabit,EBS only,2,47,5,3156.14
16058,2023-11-14 03:49:20,Linux,10,m5.2xlarge,8,88.803552,32,23.892505,Up to 10 Gigabit,EBS only,10,200,5,2520.2
16059,2023-09-16 19:25:17,Linux,1,t3.medium,2,49.419977,4,48.185107,Up to 5 Gigabit,EBS only,8,945,5,1986.99
16060,2023-08-10 13:39:59,Linux,1,r5.2xlarge,4,3.889045,32,16.57029,Up to 10 Gigabit,EBS only,8,639,4,1594.84
16061,2023-04-12 22:48:48,Linux,3,c5.12xlarge,16,47.846352,128,65.944866,12 Gigabit,EBS only,6,99,5,3286.14
16062,2023-01-01 02:49:58,Linux,5,t3.medium,2,91.324436,4,94.694953,Up to 5 Gigabit,EBS only,5,914,1,1295.15
16063,2023-08-23 22:10:56,Linux,5,t3.xlarge,4,26.780738,16,73.027168,Up to 5 Gigabit,EBS only,4,648,5,1102.42
16064,2023-03-07 06:53:00,Linux,5,t3.medium,2,17.675374,4,97.227495,Up to 5 Gigabit,EBS only,5,160,5,314.95
16065,2023-08-12 16:37:58,Linux,10,r5.2xlarge,4,84.814322,32,97.583635,Up to 10 Gigabit,EBS only,9,420,3,3640.0
16066,2023-07-24 17:43:05,Linux,4,t3.medium,2,59.053846,4,94.659773,Up to 5 Gigabit,EBS only,7,342,2,708.0
16067,2023-10-31 01:07:39,Linux,3,c5.2xlarge,4,82.59281,16,57.77969,Up to 10 Gigabit,EBS only,8,986,1,2572.1
16068,2023-08-11 08:57:32,Linux,3,m5.2xlarge,8,54.210448,32,84.943255,Up to 10 Gigabit,EBS only,8,875,1,2420.06
16069,2023-09-15 11:06:24,Linux,4,t3.xlarge,4,18.573563,16,72.802281,Up to 5 Gigabit,EBS only,10,914,3,2719.2
16070,2023-09-16 23:43:43,Linux,4,r5.2xlarge,4,92.334673,32,98.624094,Up to 10 Gigabit,EBS only,8,300,5,1686.88
16071,2023-09-30 07:30:32,Linux,2,c5.12xlarge,16,55.995422,128,65.664468,12 Gigabit,EBS only,5,73,1,2182.7
16072,2023-01-29 19:54:46,Linux,4,r5.2xlarge,4,30.789505,32,6.665086,Up to 10 Gigabit,EBS only,1,362,4,1157.0
16073,2023-05-11 05:31:49,Linux,5,m5.2xlarge,8,50.037511,32,3.146372,Up to 10 Gigabit,EBS only,8,777,5,2616.26
16074,2023-04-14 06:08:43,Linux,8,c5.2xlarge,4,57.849244,16,54.37948,Up to 10 Gigabit,EBS only,2,893,5,1854.28
16075,2023-05-05 14:44:02,Linux,1,m5.2xlarge,8,23.13138,32,62.557128,Up to 10 Gigabit,EBS only,10,454,4,1380.42
16076,2023-04-21 01:18:03,Linux,9,c5.2xlarge,4,1.424178,16,14.169467,Up to 10 Gigabit,EBS only,1,333,3,1650.24
16077,2023-06-11 08:09:36,Linux,7,t3.xlarge,4,31.140595,16,43.316503,Up to 5 Gigabit,EBS only,8,269,4,1159.42
16078,2023-04-18 18:58:55,Linux,5,m5.2xlarge,8,66.377694,32,15.425878,Up to 10 Gigabit,EBS only,3,296,1,1230.98
16079,2023-12-24 12:45:38,Linux,3,m5.2xlarge,8,9.971219,32,48.895806,Up to 10 Gigabit,EBS only,1,529,4,737.6
16080,2023-10-19 13:16:59,Linux,9,r5.2xlarge,4,78.808379,32,34.11284,Up to 10 Gigabit,EBS only,9,285,5,3058.38
16081,2023-10-06 05:20:03,Linux,10,m5.2xlarge,8,98.963613,32,28.257971,Up to 10 Gigabit,EBS only,2,539,2,2280.48
16082,2023-08-23 02:07:12,Linux,5,t3.medium,2,42.385361,4,15.598651,Up to 5 Gigabit,EBS only,10,222,1,684.15
16083,2023-02-21 02:25:40,Linux,7,t3.xlarge,4,34.155952,16,2.194597,Up to 5 Gigabit,EBS only,9,558,3,1905.62
16084,2023-11-21 15:45:40,Linux,9,r5.4xlarge,8,5.885048,64,25.905702,Up to 10 Gigabit,EBS only,6,285,5,5234.13
16085,2023-06-23 12:49:07,Linux,4,t3.xlarge,4,39.978438,16,52.485774,Up to 5 Gigabit,EBS only,9,3,5,349.82
16086,2023-02-28 16:13:44,Linux,6,m5.2xlarge,8,20.453247,32,89.939502,Up to 10 Gigabit,EBS only,5,211,3,1474.42
16087,2023-12-01 18:47:54,Linux,3,c5.12xlarge,16,4.882551,128,88.054062,12 Gigabit,EBS only,4,120,2,3256.5
16088,2023-10-22 16:30:37,Linux,3,m5.2xlarge,8,34.978133,32,52.387771,Up to 10 Gigabit,EBS only,6,765,2,1793.46
16089,2023-05-14 23:47:59,Linux,4,c5.2xlarge,4,30.342533,16,86.14142,Up to 10 Gigabit,EBS only,10,565,4,2163.96
16090,2023-11-30 01:20:18,Linux,4,t3.medium,2,85.52921,4,88.236113,Up to 5 Gigabit,EBS only,1,316,5,167.72
16091,2023-04-29 14:22:05,Linux,1,c5.12xlarge,16,76.728652,128,92.891101,12 Gigabit,EBS only,6,244,3,1424.54
16092,2023-11-24 04:24:36,Linux,7,c5.12xlarge,16,18.845036,128,10.405982,12 Gigabit,EBS only,4,720,5,8056.1
16093,2023-08-30 08:21:05,Linux,1,r5.4xlarge,8,80.114092,64,39.878252,Up to 10 Gigabit,EBS only,1,357,5,624.99
16094,2023-12-16 13:00:33,Linux,7,r5.2xlarge,4,69.361604,32,4.60336,Up to 10 Gigabit,EBS only,1,78,5,1880.32
16095,2023-11-10 12:38:47,Linux,1,r5.2xlarge,4,31.444514,32,22.083274,Up to 10 Gigabit,EBS only,7,702,2,1543.36
16096,2023-11-01 12:31:47,Linux,4,r5.4xlarge,8,78.585657,64,71.338665,Up to 10 Gigabit,EBS only,9,234,5,2676.24
16097,2023-05-14 05:48:50,Linux,1,t3.xlarge,4,17.180514,16,18.687826,Up to 5 Gigabit,EBS only,10,910,4,2451.7
16098,2023-05-29 06:25:41,Linux,1,c5.12xlarge,16,32.386092,128,60.294192,12 Gigabit,EBS only,3,376,2,1337.18
16099,2023-06-09 01:57:00,Linux,8,r5.4xlarge,8,70.101976,64,97.801294,Up to 10 Gigabit,EBS only,7,513,3,5191.02
16100,2023-10-31 05:16:19,Linux,3,t3.xlarge,4,6.752244,16,36.577507,Up to 5 Gigabit,EBS only,7,996,5,2069.82
16101,2023-05-17 15:50:49,Linux,2,c5.2xlarge,4,32.272356,16,24.031625,Up to 10 Gigabit,EBS only,9,523,3,1571.3
16102,2023-12-16 20:47:13,Linux,5,r5.4xlarge,8,54.55937,64,43.032139,Up to 10 Gigabit,EBS only,4,718,5,3407.57
16103,2023-03-04 14:24:55,Linux,8,t3.xlarge,4,55.801884,16,91.956773,Up to 5 Gigabit,EBS only,9,166,5,1074.04
16104,2023-01-25 19:42:03,Linux,7,t3.xlarge,4,29.410747,16,10.016444,Up to 5 Gigabit,EBS only,1,808,4,809.98
16105,2023-04-07 08:15:01,Linux,4,m5.2xlarge,8,74.816505,32,17.237303,Up to 10 Gigabit,EBS only,2,296,5,954.0
16106,2023-03-30 21:39:35,Linux,6,t3.xlarge,4,52.910087,16,46.343482,Up to 5 Gigabit,EBS only,4,932,2,1483.48
16107,2023-02-02 19:33:14,Linux,2,c5.2xlarge,4,24.957386,16,35.406939,Up to 10 Gigabit,EBS only,7,765,1,1739.78
16108,2023-05-09 01:51:23,Linux,9,t3.medium,2,63.899592,4,4.45733,Up to 5 Gigabit,EBS only,8,239,4,689.63
16109,2023-07-05 15:33:22,Linux,7,c5.12xlarge,16,64.628132,128,31.175263,12 Gigabit,EBS only,1,568,5,7454.98
16110,2023-09-23 01:54:25,Linux,7,m5.2xlarge,8,62.344995,32,92.462138,Up to 10 Gigabit,EBS only,6,769,5,2599.78
16111,2023-08-03 22:40:18,Linux,3,r5.2xlarge,4,97.228504,32,2.227831,Up to 10 Gigabit,EBS only,7,27,1,846.3
16112,2023-04-26 17:20:41,Linux,9,c5.12xlarge,16,11.253848,128,3.723023,12 Gigabit,EBS only,2,462,5,9635.34
16113,2023-01-15 04:40:26,Linux,10,c5.2xlarge,4,65.507503,16,41.883686,Up to 10 Gigabit,EBS only,1,626,1,1900.16
16114,2023-01-13 04:20:16,Linux,9,t3.medium,2,8.493484,4,41.588579,Up to 5 Gigabit,EBS only,3,234,4,375.03
16115,2023-07-31 13:03:29,Linux,1,m5.2xlarge,8,42.376722,32,16.830091,Up to 10 Gigabit,EBS only,2,28,3,214.58
16116,2023-12-22 21:16:55,Linux,9,r5.2xlarge,4,60.613308,32,79.245985,Up to 10 Gigabit,EBS only,9,367,1,3250.26
16117,2023-08-19 06:01:27,Linux,1,r5.4xlarge,8,87.352736,64,22.818352,Up to 10 Gigabit,EBS only,10,216,4,1093.77
16118,2023-10-07 02:27:14,Linux,10,m5.2xlarge,8,19.476517,32,90.359261,Up to 10 Gigabit,EBS only,8,598,5,3244.04
16119,2023-01-04 11:29:01,Linux,2,c5.12xlarge,16,55.439522,128,95.93881,12 Gigabit,EBS only,2,871,4,2540.72
16120,2023-04-09 22:21:27,Linux,5,r5.4xlarge,8,3.637948,64,34.161721,Up to 10 Gigabit,EBS only,10,28,1,2733.65
16121,2023-03-31 23:20:47,Linux,7,r5.2xlarge,4,27.628019,32,31.121241,Up to 10 Gigabit,EBS only,9,943,4,4066.66
16122,2023-12-02 17:04:51,Linux,2,r5.2xlarge,4,39.098045,32,77.633954,Up to 10 Gigabit,EBS only,1,284,1,605.28
16123,2023-05-29 15:41:03,Linux,5,t3.medium,2,48.162849,4,84.693014,Up to 5 Gigabit,EBS only,8,84,2,281.67
16124,2023-03-18 21:07:51,Linux,9,c5.12xlarge,16,70.196334,128,39.044734,12 Gigabit,EBS only,1,748,4,9589.58
16125,2023-12-21 00:29:28,Linux,1,c5.12xlarge,16,2.233306,128,3.067113,12 Gigabit,EBS only,10,281,1,1774.5
16126,2023-06-21 06:53:32,Linux,1,t3.medium,2,32.883564,4,45.166874,Up to 5 Gigabit,EBS only,9,248,4,601.71
16127,2023-08-08 18:14:36,Linux,9,t3.xlarge,4,57.435615,16,55.007626,Up to 5 Gigabit,EBS only,5,315,2,1180.8
16128,2023-08-31 06:50:58,Linux,5,t3.xlarge,4,54.705072,16,80.377141,Up to 5 Gigabit,EBS only,3,988,5,1199.14
16129,2023-02-15 17:11:11,Linux,5,m5.2xlarge,8,61.088287,32,97.320813,Up to 10 Gigabit,EBS only,10,316,1,1821.7
16130,2023-05-04 22:36:19,Linux,3,r5.4xlarge,8,78.314087,64,37.598011,Up to 10 Gigabit,EBS only,7,509,1,2522.89
16131,2023-07-09 16:20:39,Linux,9,r5.2xlarge,4,38.661179,32,21.196551,Up to 10 Gigabit,EBS only,9,730,3,4099.68
16132,2023-02-28 08:31:56,Linux,3,t3.xlarge,4,8.112857,16,34.142505,Up to 5 Gigabit,EBS only,5,145,5,445.6
16133,2023-03-11 22:35:18,Linux,6,t3.xlarge,4,70.268151,16,20.953053,Up to 5 Gigabit,EBS only,7,608,2,1620.76
16134,2023-01-31 10:02:09,Linux,7,c5.2xlarge,4,26.346932,16,46.037713,Up to 10 Gigabit,EBS only,1,952,2,1463.7
16135,2023-12-20 02:21:47,Linux,2,r5.4xlarge,8,96.903967,64,80.840695,Up to 10 Gigabit,EBS only,8,91,3,1253.62
16136,2023-01-16 15:50:46,Linux,5,r5.4xlarge,8,63.842101,64,49.102772,Up to 10 Gigabit,EBS only,4,555,5,3238.05
16137,2023-06-24 17:43:01,Linux,10,m5.2xlarge,8,24.454622,32,90.823211,Up to 10 Gigabit,EBS only,7,136,3,2247.72
16138,2023-02-09 11:24:25,Linux,4,c5.2xlarge,4,94.576452,16,2.002623,Up to 10 Gigabit,EBS only,5,674,1,1571.16
16139,2023-10-12 23:02:32,Linux,4,t3.medium,2,32.439412,4,39.66166,Up to 5 Gigabit,EBS only,6,570,5,974.76
16140,2023-05-21 23:57:01,Linux,8,t3.xlarge,4,84.172499,16,29.217398,Up to 5 Gigabit,EBS only,5,916,1,1876.4
16141,2023-08-10 06:11:50,Linux,5,r5.2xlarge,4,79.847667,32,98.53997,Up to 10 Gigabit,EBS only,8,870,4,3138.2
16142,2023-01-17 07:28:17,Linux,1,c5.2xlarge,4,93.650738,16,64.762101,Up to 10 Gigabit,EBS only,3,77,1,233.8
16143,2023-07-11 04:24:39,Linux,9,c5.2xlarge,4,72.76368,16,31.821292,Up to 10 Gigabit,EBS only,10,719,4,3433.06
16144,2023-08-09 14:12:37,Linux,8,c5.2xlarge,4,15.122479,16,73.347722,Up to 10 Gigabit,EBS only,5,827,1,2465.02
16145,2023-11-15 20:19:48,Linux,7,t3.xlarge,4,7.015387,16,30.396186,Up to 5 Gigabit,EBS only,1,442,3,714.82
16146,2023-05-10 13:27:33,Linux,9,r5.2xlarge,4,67.663735,32,34.859415,Up to 10 Gigabit,EBS only,6,315,2,2882.88
16147,2023-07-10 02:37:00,Linux,8,m5.2xlarge,8,16.055128,32,52.724207,Up to 10 Gigabit,EBS only,2,704,2,1966.24
16148,2023-09-11 06:57:48,Linux,3,t3.xlarge,4,25.11078,16,14.579497,Up to 5 Gigabit,EBS only,6,956,3,1748.46
16149,2023-11-02 02:43:18,Linux,7,r5.2xlarge,4,10.025766,32,38.164479,Up to 10 Gigabit,EBS only,8,140,4,2151.24
16150,2023-12-03 09:18:53,Linux,8,t3.medium,2,88.168542,4,90.227106,Up to 5 Gigabit,EBS only,9,803,5,2050.14
16151,2023-05-11 07:48:31,Linux,2,c5.12xlarge,16,9.400856,128,56.84564,12 Gigabit,EBS only,2,660,1,2431.0
16152,2023-06-20 05:51:09,Linux,8,c5.2xlarge,4,22.155467,16,27.003011,Up to 10 Gigabit,EBS only,1,10,3,1392.52
16153,2023-05-09 00:11:30,Linux,9,t3.medium,2,70.8674,4,70.571443,Up to 5 Gigabit,EBS only,4,323,1,528.43
16154,2023-11-22 02:24:02,Linux,1,c5.12xlarge,16,18.545007,128,10.425484,12 Gigabit,EBS only,7,302,1,1593.54
